company_name,openfda_substance_name,openfda_pharm_class_pe,initial_posting_date,update_type,openfda_route,generic_name,openfda_rxcui,related_info_link,openfda_spl_set_id,update_date,openfda_product_type,discontinued_date,therapeutic_category,openfda_brand_name,openfda_product_ndc,openfda_manufacturer_name,openfda_spl_id,openfda_package_ndc,presentation,dosage_form,availability,openfda_nui,openfda_application_number,openfda_pharm_class_cs,openfda_generic_name,openfda_pharm_class_epc,resolved_note,status,shortage_reason,related_info,change_date,openfda_unii,package_ndc,contact_info,openfda_pharm_class_moa
"Hikma Pharmaceuticals USA, Inc.",AMOXICILLIN,,10/28/2022,Revised,ORAL,"Amoxicillin Powder, For Suspension","308189, 313850",,d46f1091-33dc-4f8f-9c34-75dcfedb4b4c,05/02/2025,HUMAN PRESCRIPTION DRUG,,"Anti-Infective, Pediatric",AMOXICILLIN,"0143-9887, 0143-9886",Hikma Pharmaceuticals USA Inc.,606474e1-adba-4ffa-83d5-6565fc12c892,"0143-9886-01, 0143-9886-50, 0143-9886-75, 0143-9887-01, 0143-9887-50, 0143-9887-75","Amoxicillin, Powder, For Suspension, 400 mg/5 mL (NDC 0143-9887-50)","Powder, For Suspension",,,ANDA065325,,AMOXICILLIN,,Available,Resolved,,,05/02/2025,804826J2HU,0143-9887-50,800-631-2174,
"Hospira, Inc., a Pfizer Company",HYDROMORPHONE HYDROCHLORIDE,,10/31/2017,Reverified,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",Hydromorphone Hydrochloride Injection,"897653, 897753, 897756, 897757, 897758, 1433251, 1724276, 1724383, 1724644",,e9c9ef18-7dfc-4322-b2fc-29b934c30f8b,08/15/2025,HUMAN PRESCRIPTION DRUG,,Analgesia/Addiction,HYDROMORPHONE HYDROCHLORIDE,"0409-1304, 0409-2552, 0409-3356, 0409-2540, 0409-3365, 0409-1283, 0409-1312","Hospira, Inc.",58ff0e68-b78f-4ebd-a91b-b53bbdefc544,"0409-2552-11, 0409-2552-01, 0409-3356-11, 0409-3356-01, 0409-2540-11, 0409-2540-01, 0409-3365-11, 0409-3365-01, 0409-3365-10, 0409-1283-03, 0409-1283-31, 0409-1283-09, 0409-1283-10, 0409-1283-04, 0409-1283-05, 0409-1312-03, 0409-1312-30, 0409-1312-09, 0409-1312-10, 0409-1304-03, 0409-1304-31","Hydromorphone Hydrochloride, Injection, 4 mg/1 mL Syringes (NDC 0409-1304-31)",Injection,Available,,NDA200403,,HYDROMORPHONE HYDROCHLORIDE,,,Current,,,01/02/2025,L960UP2KRW,0409-1304-31,844-646-4398,
Alvogen,LISDEXAMFETAMINE DIMESYLATE,,07/14/2023,Reverified,ORAL,Lisdexamfetamine Dimesylate Capsule,"854830, 854834, 854838, 854842, 854846, 854850, 1593856",,7f2dd6ee-3363-c87c-9693-ed838942556c,09/15/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,LISDEXAMFETAMINE DIMESYLATE,"47781-562, 47781-563, 47781-564, 47781-565, 47781-566, 47781-567, 47781-568",Alvogen Inc.,9114d946-92cb-c19d-c6f2-aef77294461f,"47781-562-01, 47781-563-01, 47781-564-01, 47781-565-01, 47781-566-01, 47781-567-01, 47781-568-01","Lisdexamfetamine Dimesylate, Capsule, 10 mg (NDC 47781-562-01)",Capsule,Available,,ANDA214547,,LISDEXAMFETAMINE DIMESYLATE,,,Current,,,,SJT761GEGS,47781-562-01,844-842-8672 and email: CustomerService-US@alvogen.com,
"Hospira, Inc., a Pfizer Company",METHOTREXATE SODIUM,,03/13/2023,Reverified,"INTRAMUSCULAR, INTRATHECAL, INTRAVENOUS, SUBCUTANEOUS",Methotrexate Sodium Injection,"1655956, 1946772",,"0d63ba29-b692-41b4-87e8-351265c8273f, 0e30eaef-5a09-4104-8a11-c32933eadeab",08/15/2025,HUMAN PRESCRIPTION DRUG,,"Rheumatology, Oncology",METHOTREXATE,"61703-408, 61703-350","Hospira, Inc.","95b8b8da-da4e-4bba-9038-3cf65f3d5c1a, 37b3e76b-ac3d-4f93-adf1-91f52f676b8a","61703-350-37, 61703-350-38, 61703-408-41, 61703-350-09, 61703-350-10, 61703-408-25","Methotrexate Sodium, Injection, 1 g/40 mL (25 mg/mL) (NDC 61703-408-25)",Injection,Available,,NDA011719,,METHOTREXATE,,,Current,,,,3IG1E710ZN,61703-408-25,844-646-4398,
GlaxoSmithKline,DAPRODUSTAT,,11/21/2024,New,ORAL,Daprodustat Tablet,"2628215, 2628221, 2628223, 2628225, 2628227, 2628229, 2628231, 2628233, 2628235, 2628237",,d82aa06e-5a33-4844-99b7-4701313455a4,11/21/2024,HUMAN PRESCRIPTION DRUG,11/21/2024,Hematology,JESDUVROQ,"0173-0911, 0173-0897, 0173-0903, 0173-0906, 0173-0914",GlaxoSmithKline LLC,d52a823a-35bd-4c6a-a016-4b4f21a43d7d,"0173-0897-13, 0173-0897-56, 0173-0903-13, 0173-0903-56, 0173-0906-13, 0173-0906-56, 0173-0911-13, 0173-0911-56, 0173-0914-13, 0173-0914-56","Jesduvroq, Tablet, 6 mg (NDC 0173-0911-13)",Tablet,,"N0000194080, N0000194079",NDA216951,,DAPRODUSTAT,Hypoxia-inducible Factor Prolyl Hydroxylase Inhibitor [EPC],,To Be Discontinued,,Discontinuing for Business Reasons.,,JVR38ZM64B,0173-0911-13,888-825-5249,Hypoxia-Inducible Factor Prolyl Hydroxylase Inhibitors [MoA]
Gland Pharma Limited,KETOROLAC TROMETHAMINE,,06/06/2018,Reverified,INTRAMUSCULAR,Ketorolac Tromethamine Injection,"860092, 1665459, 1665461",,1aae6a4d-0909-4672-aa26-e3f2d8c4d413,09/29/2025,HUMAN PRESCRIPTION DRUG,,Analgesia/Addiction,KETOROLAC TROMETHAMINE,"72266-119, 72266-234, 72266-118",FOSUN PHARMA USA INC,228ec94a-f777-f61b-e063-6394a90a21a5,"72266-234-01, 72266-234-25, 72266-118-01, 72266-118-25, 72266-119-01, 72266-119-25","Ketorolac Tromethamine, Injection, 30 mg/1 mL (NDC 72266-119-25)",Injection,Available,,ANDA204216,,KETOROLAC TROMETHAMINE,,,Current,,"Distributed by Fosun Pharma USA, Inc.. To order, contact: 833-291-9645.",,4EVE5946BQ,72266-119-25,833-291-9645,
"Ritedose Pharmaceuticals, LLC",ALBUTEROL SULFATE,,10/25/2022,Reverified,RESPIRATORY (INHALATION),Albuterol Sulfate Solution,245314,,fdb4ac5a-bf0d-4896-89f7-1828c081b79e,08/15/2025,HUMAN PRESCRIPTION DRUG,,"Pediatric, Pulmonary/Allergy","ALBUTEROL SULFATE INHALATION SOLUTION, 0.5%",76204-027,"Ritedose Pharmaceuticals, LLC",311a77d8-9e60-23e8-e063-6394a90a9e69,"76204-027-11, 76204-027-01","Albuterol Sulfate, Solution, 2.5 mg/.5 mL (NDC 76204-027-01)",Solution,Available,,ANDA218386,,ALBUTEROL SULFATE,,,Current,,,,021SEF3731,76204-027-01,803-806-3300,
"Hospira, Inc., a Pfizer Company",SODIUM ACETATE ANHYDROUS,,02/03/2016,Reverified,INTRAVENOUS,Sodium Acetate Injection,1859490,,"ce9a7469-c4ba-4f60-8f7a-47ef0974316e, c91ede49-c7cc-47b7-0f93-e6841dd5916a",08/15/2025,HUMAN PRESCRIPTION DRUG,,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",SODIUM ACETATE,0409-7299,"Hospira, Inc.","7ed61ab6-b7ad-45ae-b660-0ed685661bc7, c434d6ad-d2f5-43eb-81d5-b6165b652aa7","0409-7299-45, 0409-7299-25, 0409-7299-83, 0409-7299-73","Sodium Acetate, Injection, 40 mEq/20 mL (2 mEq/mL) (NDC 0409-7299-25)",Injection,Available,,NDA018893,,SODIUM ACETATE,,,Current,,,,NVG71ZZ7P0,0409-7299-25,844-646-4398,
Eli Lilly and Co.,,,10/29/2024,New,"INTRAMUSCULAR, SUBCUTANEOUS",Somatropin Injection,"582969, 582971, 582974, 582976, 729232, 729234",,a774e1ae-3997-49ee-8b0e-99a2b315d409,10/29/2024,HUMAN PRESCRIPTION DRUG,10/29/2024,Endocrinology/Metabolism,HUMATROPE,"0002-8149, 0002-8147, 0002-8148",Eli Lilly and Company,aa99e905-657f-4561-8c02-d7c0409c44e3,"0002-8147-01, 0002-7554-01, 0002-7618-01, 0002-8148-01, 0002-7555-01, 0002-7619-01, 0002-8149-01, 0002-7556-01","Humatrope, Injection, Humatrope Kit 24 mg (0002-8149-01): 1 TRAY in 1 CARTON (0002-8149-01) / 1 KIT in 1 TRAY * 2.88 mL in 1 CARTRIDGE (0002-7556-01) * 2.88 mL in 1 SYRINGE (0002-7619-01) (NDC 0002-8149-01)",Injection,,,BLA019640,,SOMATROPIN,,,To Be Discontinued,,Business decision to discontinue. Discontinuation includes the associated HumatroPen injection device.,,,0002-8149-01,800-545-5979,
Teyro Labs,CARBOPLATIN,,04/28/2023,Reverified,INTRAVENOUS,Carboplatin Injection,597195,,1c275825-0275-4c73-b650-e4c1519f13b8,09/29/2025,HUMAN PRESCRIPTION DRUG,,Oncology,CARBOPLATIN,60505-6282,Apotex Corp.,0e68e276-b0df-4f03-e063-6394a90a22b9,"60505-6282-1, 60505-6282-3, 60505-6282-6, 60505-6282-7","Carboplatin, Injection, 450 mg/45 mL (10 mg/mL) Multiple Dose Vial (NDC 60505-6282-6)",Injection,Available,"N0000175413, N0000175073",ANDA077861,,CARBOPLATIN,Platinum-based Drug [EPC],,Current,,Wholesaler & Distributor through Marketing partner (Apotex Inc.),,BG3F62OND5,60505-6282-6,Apotex Inc.: 800-706-5575,
"Vertical Pharmaceuticals, LLC",METHYLPHENIDATE HYDROCHLORIDE,,07/26/2023,Reverified,ORAL,"Methylphenidate Hydrochloride Tablet, Extended Release",,,22d5fa47-b5b9-4fd9-980c-4eb88e95ae5d,09/16/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,RELEXXII,"68025-095, 68025-088, 68025-089, 68025-096, 68025-097, 68025-084, 68025-098","Vertical Pharmaceuticals, LLC",86f477e9-07fc-466b-913e-1a4434c91df4,"68025-088-30, 68025-089-30, 68025-095-10, 68025-095-30, 68025-096-10, 68025-096-30, 68025-097-10, 68025-097-30, 68025-084-30, 68025-098-10, 68025-098-30","Relexxii, Tablet, Extended Release, 18 mg (NDC 68025-095-30)",Tablet,Available,,NDA216117,,METHYLPHENIDATE HYDROCHLORIDE,,,Current,,,,4B3SC438HI,68025-095-30,800-541-4802,
Sagent Pharmaceuticals,METHYLPREDNISOLONE ACETATE,,12/15/2021,Reverified,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, INTRASYNOVIAL, SOFT TISSUE",Methylprednisolone Acetate Injection,"1358610, 1358617",,f98314ea-a4e4-4f78-987b-3e9b45a08bb4,08/26/2025,HUMAN PRESCRIPTION DRUG,,Rheumatology,METHYLPREDNISOLONE ACETATE,"25021-820, 25021-821",Sagent Pharmaceuticals,13e1ca54-4fc4-4e93-a52d-c9320865e3cb,"25021-820-05, 25021-820-10, 25021-821-05","Methylprednisolone Acetate, Injection, 40 mg/1 mL (NDC 25021-820-10)",Injection,Available,,ANDA201835,,METHYLPREDNISOLONE ACETATE,,,Current,,,,43502P7F0P,25021-820-10,866-625-1618,
"Fresenius Kabi USA, LLC",BUPIVACAINE HYDROCHLORIDE,,02/20/2018,Reverified,"EPIDURAL, INTRACAUDAL, PERINEURAL, INFILTRATION",Bupivacaine Hydrochloride Injection,"1724880, 1724881, 1725078, 1725175, 1724884, 1724885, 1725082, 1725177, 1672917, 1672919, 1673296, 1673298, 1012391, 1012396, 1012404, 1012421, 1012455, 1012457",,"e700eb7b-8b14-49c9-96b2-331f18776e45, b6bfc04a-1868-4630-9ca1-8c027af97ce3, dcf3c0ad-9eb8-4ee7-96df-d0db7ff23175, eb6d8fee-def4-4c96-9972-695e8cea8ea8",09/18/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,SENSORCAINE MPF,"63323-466, 63323-464, 63323-462, 63323-465, 63323-467, 63323-460","Fresenius Kabi USA, LLC","b41b5dbd-7aff-4d97-ac97-f4355393ee4e, d3ba9fb9-63c8-4597-bb0a-cd01d31a24b6, 13a48007-3784-46f2-bd4d-da1004186b81, 2b1a1f80-cb29-4ac1-9e72-20225ed45715","63323-464-01, 63323-464-17, 63323-466-03, 63323-466-17, 63323-464-08, 63323-464-38, 63323-466-08, 63323-466-38, 63323-462-03, 63323-462-38, 63323-464-09, 63323-464-39, 63323-466-09, 63323-466-39, 63323-465-01, 63323-465-57, 63323-467-01, 63323-467-57, 63323-460-01, 63323-460-37, 63323-464-02, 63323-464-37, 63323-464-03, 63323-464-31, 63323-466-01, 63323-466-37, 63323-466-02, 63323-466-31, 63323-462-04, 63323-462-17, 63323-462-01, 63323-462-37, 63323-462-02, 63323-462-31","Sensorcaine, Injection, 5 mg/1 mL (NDC 63323-466-31)",Injection,Unavailable,,"ANDA070553, NDA018304",,BUPIVACAINE HYDROCHLORIDE,,,Current,Delay in shipping of the drug,Not available at this time.,,"7TQO7W3VT8, 30Q7KI53AK",63323-466-31,888-386-1300,
Sagent Pharmaceuticals,KETOROLAC TROMETHAMINE,,03/26/2018,Reverified,"INTRAMUSCULAR, INTRAVENOUS",Ketorolac Tromethamine Injection,"860092, 1665459, 1665461",,62591551-a644-4b2c-a0de-982e906fabc3,08/26/2025,HUMAN PRESCRIPTION DRUG,,Analgesia/Addiction,KETOROLAC TROMETHAMINE,"25021-700, 25021-701",Sagent Pharmaceuticals,ff55e1ab-2a8d-4a56-8b72-5e0a8e00d866,"25021-700-01, 25021-701-01, 25021-701-02","Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 25021-700-01)",Injection,Available,,ANDA204216,,KETOROLAC TROMETHAMINE,,,Current,,,,4EVE5946BQ,25021-700-01,866-625-1618,
"Hospira, Inc., a Pfizer Company",LIDOCAINE HYDROCHLORIDE,,02/22/2012,Reverified,"RETROBULBAR, TOPICAL",Lidocaine Hydrochloride Injection,1010844,,89a4bd73-89f4-4fd7-2c9f-921e1da8f96b,08/15/2025,HUMAN PRESCRIPTION DRUG,,"Anesthesia, Pediatric",LIDOCAINE HYDROCHLORIDE,0409-4283,"Hospira, Inc.",499e9cfa-ea8d-487c-a8b3-fd7e1917d25f,"0409-4283-11, 0409-4283-25, 0409-4283-01","Lidocaine Hydrochloride Preservative Free, Injection, 200 mg/5 mL (4%; 40 mg/mL) (NDC 0409-4283-01)",Injection,Available,,ANDA088295,,LIDOCAINE HYDROCHLORIDE,,,Current,,,,V13007Z41A,0409-4283-01,844-646-4398,
SpecGx LLC,LISDEXAMFETAMINE DIMESYLATE,,07/14/2023,Reverified,ORAL,Lisdexamfetamine Dimesylate Capsule,"854830, 854834, 854838, 854842, 854846, 854850, 1593856",,806a1c15-0842-4787-b2ad-09a21fd96b37,09/15/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,LISDEXAMFETAMINE DIMESYLATE,"0406-5117, 0406-5111, 0406-5112, 0406-5113, 0406-5114, 0406-5115, 0406-5116",SpecGx LLC,3ffc0695-83f7-4898-9fd7-451c0989cfe0,"0406-5111-01, 0406-5112-01, 0406-5113-01, 0406-5114-01, 0406-5115-01, 0406-5116-01, 0406-5117-01","Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 0406-5117-01)",Capsule,Limited Availability,,ANDA211840,,LISDEXAMFETAMINE DIMESYLATE,,,Current,Shortage of an active ingredient,Allocation to all customers.,,SJT761GEGS,0406-5117-01,800-325-8888,
"Hospira, Inc., a Pfizer Company",SODIUM BICARBONATE,,03/01/2017,Revised,INTRAVENOUS,Sodium Bicarbonate Injection,1868486,,"8664c7ce-707b-4c6c-9ce4-7160b5f877f8, 084f5572-8c1f-4802-b179-ca0cc838fc68",08/15/2025,HUMAN PRESCRIPTION DRUG,,"Endocrinology/Metabolism, Gastroenterology, Pediatric",SODIUM BICARBONATE,0409-6625,"Hospira, Inc.","4f89e8d5-75cf-49e3-be27-721e95d829d4, fc0c3d8b-0cfb-4d2a-bd9e-4c77266c4ade","0409-6625-30, 0409-6625-35, 0409-6625-22, 0409-6625-14","Sodium Bicarbonate, Injection, 50 mEq/50 mL (8.4%, 1 mEq/mL) (NDC 0409-6625-35)",Injection,Unavailable,,ANDA202432,,SODIUM BICARBONATE,,,Current,Other,Next Delivery and Estimated Recovery: March 2026,01/03/2025,8MDF5V39QO,0409-6625-35,844-646-4398,
"Hospira, Inc., a Pfizer Company",BUPIVACAINE HYDROCHLORIDE,,02/20/2018,Revised,SUBARACHNOID,Bupivacaine Hydrochloride Injection,"1724784, 1724792",,9679cc05-2f8a-4e88-53b5-6e9122c8b8c0,08/15/2025,HUMAN PRESCRIPTION DRUG,,Anesthesia,MARCAINE SPINAL,0409-1761,"Hospira, Inc.",f3862f77-3621-4730-923e-9efbfa18e03f,"0409-1761-19, 0409-1761-02, 0409-1761-18, 0409-1761-62, 0409-1761-05, 0409-1761-10","Marcaine, Injection, 0.75% 15 mg/2 mL (7.5 mg/mL) in Dextrose 8.25% (NDC 0409-1761-10)",Injection,Limited Availability,,NDA018692,,BUPIVACAINE HYDROCHLORIDE IN DEXTROSE,,,Current,Other,Limited Supply Available. Next Delivery: October 2025; Estimated Recovery: December 2025,,7TQO7W3VT8,0409-1761-10,844-646-4398,
"Hospira, Inc., a Pfizer Company","EPINEPHRINE, LIDOCAINE HYDROCHLORIDE",,02/22/2012,Reverified,"INFILTRATION, PERINEURAL","Epinephrine Bitartrate, Lidocaine Hydrochloride Injection","1010688, 1010745, 1010751, 1010759, 1867996, 1867998",,2f94f711-14c4-48ec-c5a3-c5ec4b8e8729,08/15/2025,HUMAN PRESCRIPTION DRUG,,"Anesthesia, Pediatric",LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,"0409-3178, 0409-1209, 0409-3177, 0409-3181, 0409-3182, 0409-3183, 0409-0007, 0409-0147","Hospira, Inc.",d16a4711-e663-455e-a1fe-236a41ca4e8f,"0409-1209-10, 0409-1209-01, 0409-1209-05, 0409-1209-70, 0409-1209-65, 0409-3177-16, 0409-3177-01, 0409-3178-16, 0409-3178-01, 0409-3178-17, 0409-3178-02, 0409-3178-18, 0409-3178-03, 0409-3181-11, 0409-3181-01, 0409-3182-11, 0409-3182-01, 0409-3182-21, 0409-3182-02, 0409-3182-31, 0409-3182-03, 0409-3183-11, 0409-3183-01, 0409-0007-01, 0409-0007-10, 0409-0147-01, 0409-0147-10","Lidocaine Hydrochloride And Epinephrine, Injection, 300 mg/30 mL (1%; 1:100,000) (NDC 0409-3178-02)",Injection,Available,"N0000000209, N0000000245, N0000175552, N0000175555, N0000175570, M0003647",ANDA089644,Catecholamines [CS],LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,"alpha-Adrenergic Agonist [EPC], beta-Adrenergic Agonist [EPC], Catecholamine [EPC]",,Current,,,,"V13007Z41A, YKH834O4BH",0409-3178-02,844-646-4398,"Adrenergic alpha-Agonists [MoA], Adrenergic beta-Agonists [MoA]"
Sun Pharmaceutical Industries Limited,IMATINIB MESYLATE,,12/05/2024,New,ORAL,Imatinib Mesylate Tablet,"403878, 403879",,07764bf9-21b4-4e32-9d7e-e348f8e4291f,12/05/2024,HUMAN PRESCRIPTION DRUG,12/05/2024,Hematology,IMATINIB MESYLATE,"47335-475, 47335-472","Sun Pharmaceutical Industries, Inc.",ad13dbca-474d-4492-9c25-e0e175143d8c,"47335-472-83, 47335-472-88, 47335-472-13, 47335-472-81, 47335-475-83, 47335-475-88, 47335-475-13, 47335-475-64","Imatinib Mesylate, Tablet, 400 mg (NDC 47335-475-88)",Tablet,,,ANDA078340,,IMATINIB MESYLATE,,,To Be Discontinued,,Discontinuing for business reasons,,8A1O1M485B,47335-475-88,800-818-4555,
"Hospira, Inc., a Pfizer Company",KETOROLAC TROMETHAMINE,,03/26/2018,Revised,INTRAMUSCULAR,Ketorolac Tromethamine Injection,"860092, 1665459, 1665461",,8accbb78-fc64-45d5-69b0-35c23a1d2a2e,08/15/2025,HUMAN PRESCRIPTION DRUG,,Analgesia/Addiction,KETOROLAC TROMETHAMINE,"0409-3796, 0409-3793, 0409-3795","Hospira, Inc.",60f4ed51-f1c1-45d4-b43a-969678901bdd,"0409-3793-19, 0409-3793-01, 0409-3793-25, 0409-3795-19, 0409-3795-01, 0409-3795-25, 0409-3796-19, 0409-3796-01, 0409-3796-25","Ketorolac Tromethamine, Injection, 60 mg/2 mL (30 mg/mL) (NDC 0409-3796-01)",Injection,Limited Availability,,ANDA074802,,KETOROLAC TROMETHAMINE,,,Current,Other,Limited Supply Available. Next Delivery: August 2025; Estimated Recovery: September 2025,,4EVE5946BQ,0409-3796-01,844-646-4398,
Rhodes Pharmaceuticals L.P.,LISDEXAMFETAMINE DIMESYLATE,,07/14/2023,Reverified,ORAL,Lisdexamfetamine Dimesylate Capsule,"854830, 854834, 854838, 854842, 854846, 854850, 1593856",,d918b40d-a461-41bc-b6c0-83dc76c28e32,08/05/2025,HUMAN PRESCRIPTION DRUG,,Psychiatry,LISDEXAMFETAMINE DIMESYLATE,"42858-162, 42858-161, 42858-163, 42858-164, 42858-165, 42858-166, 42858-167",Rhodes Pharmaceuticals,4bb64a6b-cce9-4c4a-81c3-06e2e59315c3,"42858-161-01, 42858-162-01, 42858-163-01, 42858-164-01, 42858-165-01, 42858-166-01, 42858-167-01","Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 42858-162-01)",Capsule,Available,,ANDA215330,,LISDEXAMFETAMINE DIMESYLATE,,,Current,,,,SJT761GEGS,42858-162-01,888-827-0616,
Baxter Healthcare,SODIUM CHLORIDE,,12/10/2021,Revised,INTRAVENOUS,Sodium Chloride 0.9% Injection,"1807631, 1807632, 1807633, 1807634, 1807639",,958d35f0-6834-43be-a700-fa58f38b4c19,08/08/2025,HUMAN PRESCRIPTION DRUG,,"Gastroenterology, Other, Pediatric",SODIUM CHLORIDE,"0338-9543, 0338-9657, 0338-9659, 0338-9661, 0338-9663",Baxter Healthcare Corporation,6680afa2-1474-4bc3-afee-a333a042fd3f,"0338-9543-01, 0338-9543-02, 0338-9543-03, 0338-9543-04, 0338-9543-05, 0338-9543-06, 0338-9543-12, 0338-9657-75, 0338-9659-75, 0338-9661-60, 0338-9663-60","Sodium Chloride 0.9% In Plastic Container, Injection, 9 g/1000 mL (NDC 0338-9543-02)",Injection,,,NDA016677,,SODIUM CHLORIDE,,Available,Resolved,,,08/08/2025,451W47IQ8X,0338-9543-02,888-229-0001,
GlaxoSmithKline,DAPRODUSTAT,,11/21/2024,New,ORAL,Daprodustat Tablet,"2628215, 2628221, 2628223, 2628225, 2628227, 2628229, 2628231, 2628233, 2628235, 2628237",,d82aa06e-5a33-4844-99b7-4701313455a4,11/21/2024,HUMAN PRESCRIPTION DRUG,11/21/2024,Hematology,JESDUVROQ,"0173-0897, 0173-0903, 0173-0906, 0173-0911, 0173-0914",GlaxoSmithKline LLC,d52a823a-35bd-4c6a-a016-4b4f21a43d7d,"0173-0897-13, 0173-0897-56, 0173-0903-13, 0173-0903-56, 0173-0906-13, 0173-0906-56, 0173-0911-13, 0173-0911-56, 0173-0914-13, 0173-0914-56","Jesduvroq, Tablet, 1 mg (NDC 0173-0897-13)",Tablet,,"N0000194080, N0000194079",NDA216951,,DAPRODUSTAT,Hypoxia-inducible Factor Prolyl Hydroxylase Inhibitor [EPC],,To Be Discontinued,,Discontinuing for Business Reasons.,,JVR38ZM64B,0173-0897-13,888-825-5249,Hypoxia-Inducible Factor Prolyl Hydroxylase Inhibitors [MoA]
"Hikma Pharmaceuticals USA, Inc.",FENTANYL CITRATE,,12/20/2023,Revised,INTRAVENOUS,Fentanyl Citrate Injection,"1735003, 1735007, 1735008, 1735013, 2168270, 2474269, 2629337",,ce5db1c2-feb1-4ad2-847a-d02e865bd47e,07/23/2025,HUMAN PRESCRIPTION DRUG,,"Analgesia/Addiction, Pediatric",FENTANYL CITRATE,"0641-6030, 0641-6024, 0641-6027, 0641-6025, 0641-6028, 0641-6026, 0641-6029, 0641-6247, 0641-6248, 0641-6249",Hikma Pharmaceuticals USA Inc.,aca9742b-d890-426a-8296-14ca64748238,"0641-6024-01, 0641-6024-10, 0641-6027-01, 0641-6027-25, 0641-6025-01, 0641-6025-10, 0641-6028-01, 0641-6028-10, 0641-6028-25, 0641-6026-01, 0641-6026-05, 0641-6029-01, 0641-6029-25, 0641-6030-01, 0641-6247-01, 0641-6247-25, 0641-6248-01, 0641-6248-10, 0641-6249-01, 0641-6249-10","Fentanyl Citrate, Injection, 50 mcg/1 mL (NDC 0641-6030-01)",Injection,Available,,NDA019101,,FENTANYL CITRATE,,,Current,,Additional lots are scheduled for manufacturing to meet demand.  Product will be made available as it is released.,,MUN5LYG46H,0641-6030-01,800-631-2174,
Janssen Pharmaceuticals,HALOPERIDOL DECANOATE,,04/07/2025,New,INTRAMUSCULAR,Haloperidol Decanoate Injection,"1719803, 1719847, 1719862, 1720026",,af0159a8-dff5-449a-aa2b-a0c430081e21,04/07/2025,HUMAN PRESCRIPTION DRUG,04/07/2025,Psychiatry,HALDOL DECANOATE,"50458-254, 50458-253","Janssen Pharmaceuticals, Inc.",2cf0430f-e455-8d17-e063-6394a90a5cd3,"50458-253-01, 50458-253-03, 50458-254-14","Haldol, Injection, 100 mg/1 mL (NDC 50458-254-14)",Injection,,,NDA018701,,HALOPERIDOL DECANOATE,,,To Be Discontinued,,Last batch expiration date 8/31/2025,,AC20PJ4101,50458-254-14,800-526-7736,
"Assertio Specialty Pharmaceuticals, LLC",METHOTREXATE,,08/29/2025,New,SUBCUTANEOUS,Methotrexate Injection,"1441402, 1441407, 1441411, 1441413, 1441416, 1441418, 1441422, 1441424, 1747179, 1747181, 1747185, 1747187, 1747192, 1747194",,7dcd02d7-1ce0-43fc-8f25-2f0bb0caba2f,08/29/2025,HUMAN PRESCRIPTION DRUG,08/29/2025,Rheumatology,OTREXUP,"82497-025, 82497-010, 82497-012, 82497-015, 82497-017, 82497-020, 82497-022","Otter Pharmaceuticals, LLC",9aaba145-f343-4498-b754-fb7c78181bd7,"82497-010-02, 82497-010-04, 82497-012-02, 82497-012-04, 82497-015-02, 82497-015-04, 82497-017-02, 82497-017-04, 82497-020-02, 82497-020-04, 82497-022-02, 82497-022-04, 82497-025-02, 82497-025-04","Otrexup, Injection, 25 mg/.4 mL (NDC 82497-025-04)",Injection,,"N0000175584, N0000000111",NDA204824,,METHOTREXATE,Folate Analog Metabolic Inhibitor [EPC],,To Be Discontinued,,Discontinuation of the manufacture of the drug,,YL5FZ2Y5U1,82497-025-04,224-441-6390,Folic Acid Metabolism Inhibitors [MoA]
"Fresenius Kabi USA, LLC",REMIFENTANIL HYDROCHLORIDE,,06/28/2022,Reverified,INTRAVENOUS,Remifentanil Hydrochloride Injection,"1729578, 1729584, 1729710",,d2374b84-81c9-44f9-a4a9-1071281b2531,09/18/2025,HUMAN PRESCRIPTION DRUG,,Analgesia/Addiction,REMIFENTANIL HYDROCHLORIDE,"63323-725, 63323-723, 63323-724","Fresenius Kabi USA, LLC",2f27e51f-2b55-47ee-bd4a-001b71c60622,"63323-723-01, 63323-723-03, 63323-724-01, 63323-724-05, 63323-725-01, 63323-725-10","Remifentanil Hydrochloride, Injection, 1 mg/1 mL (NDC 63323-725-10)",Injection,Available,,ANDA206223,,REMIFENTANIL HYDROCHLORIDE,,,Current,,Check wholesalers for inventory,,5V444H5WIC,63323-725-10,888-386-1300,
